N,P,K,temperature,humidity,ph,rainfall,label
51.79,33.245,59.732,45.347,59.188,6.921,-85.71,Millet
51.707,39.144,45.526,43.195,48.979,6.07,-85.71,Millet
52.815,34.12,52.364,43.383,51.922,6.812,20.053,Millet
86.97,33.396,55.389,46.718,50.049,7.154,35.534,Millet
51.782,32.01,44.847,38.786,75.279,6.244,47.612,Millet
50.729,24.098,57.642,40.603,68.884,5.502,41.373,Millet
49.98,39.867,46.654,43.419,60.117,7.778,37.529,Millet
49.803,47.973,61.958,44.457,58.956,6.538,306.082,Millet
52.545,37.038,37.743,40.311,69.348,5.573,41.926,Millet
50.707,33.837,41.948,40.177,43.442,6.051,45.433,Millet
52.775,35.358,41.859,47.511,60.748,8.046,59.023,Millet
53.761,43.734,75.451,42.82,68.452,7.097,28.756,Millet
51.921,34.323,44.536,42.926,61.747,5.699,71.398,Millet
51.666,50.95,56.523,42.183,74.903,6.366,26.119,Millet
48.561,32.144,159.564,47.463,22.744,7.473,43.809,Millet
52.507,38.958,38.461,41.55,58.248,6.01,52.452,Millet
51.769,39.367,57.335,45.075,74.082,6.337,38.885,Millet
53.829,39.615,54.42,49.911,37.39,7.394,49.801,Millet
51.926,16.718,159.564,42.561,55.839,5.819,24.468,Millet
54.88,-37.65,51.564,41.717,59.18,6.545,43.929,Millet
51.595,103.492,148.533,46.632,71.375,6.944,38.496,Millet
35.528,26.175,62.262,47.156,41.66,6.614,36.617,Millet
51.703,27.148,38.611,44.593,53.706,6.099,39.583,Millet
53.675,60.887,75.569,50.785,97.236,8.828,45.776,Millet
35.528,38.969,49.88,40.723,61.789,6.339,26.496,Millet
48.128,30.971,54.175,45.967,62.168,7.546,37.943,Millet
48.776,55.3,88.533,45.714,75.007,6.883,30.212,Millet
56.608,50.844,66.504,43.201,41.41,6.804,46.257,Millet
52.644,42.253,38.623,46.658,48.068,5.79,57.442,Millet
51.979,31.29,45.532,4.011,75.509,6.208,45.023,Millet
52.428,33.123,50.951,42.318,57.926,6.667,31.651,Millet
52.438,38.944,59.521,46.292,80.407,7.59,48.623,Millet
52.023,29.276,38.228,43.36,42.518,5.91,47.439,Millet
51.924,27.445,44.515,44.004,62.237,6.159,54.559,Millet
49.074,27.356,38.419,43.753,44.798,7.431,60.785,Millet
52.511,39.602,40.29,45.053,66.414,5.75,30.357,Millet
51.53,38.412,47.291,47.706,97.236,7.831,53.65,Millet
49.627,41.467,56.311,40.815,49.695,7.664,306.082,Millet
52.702,32.472,64.085,42.89,63.048,6.167,39.972,Millet
52.6,38.953,54.448,48.408,41.275,7.385,38.277,Millet
52.424,35.026,34.418,41.534,43.116,6.06,51.063,Millet
52.712,104.453,146.88,40.474,57.88,6.971,34.633,Millet
47.571,30.366,41.769,48.644,48.539,5.48,57.563,Millet
49.947,42.538,55.799,44.276,72.383,6.569,57.212,Millet
51.106,40.31,48.774,49.62,80.895,7.831,26.566,Millet
50.551,31.951,39.298,45.856,71.434,7.749,23.006,Millet
51.045,38.467,45.069,50.522,46.163,6.621,28.547,Millet
51.881,43.693,74.828,4.011,45.587,7.36,34.82,Millet
52.9,24.225,57.987,45.632,64.819,7.346,40.205,Millet
50.168,27.323,159.564,39.751,64.494,7.36,42.609,Millet
52.103,36.911,45.775,49.938,37.093,7.618,24.341,Millet
52.125,76.074,75.723,45.173,66.752,7.288,38.666,Millet
49.405,28.923,49.5,46.647,44.186,7.727,52.068,Millet
49.574,49.903,43.828,48.271,97.236,5.76,45.645,Millet
52.004,35.422,47.625,47.219,63.33,7.496,62.563,Millet
49.566,51.443,55.541,45.541,68.203,6.384,54.372,Millet
56.555,36.947,49.778,22.15,47.168,5.64,87.84,Maize
61.184,125.07,145.367,26.924,60.523,7.007,106.651,Maize
54.346,77.843,67.568,22.603,58.621,6.53,55.749,Maize
53.382,82.47,64.759,17.117,47.66,6.952,72.389,Maize
55.724,49.136,50.127,19.061,39.649,5.986,63.471,Maize
58.999,48.436,59.276,21.44,67.045,5.833,-85.71,Maize
57.847,46.746,47.752,23.269,45.285,6.056,123.279,Maize
56.449,47.969,44.398,25.11,44.884,5.781,62.295,Maize
55.053,51.317,159.564,22.029,58.233,5.734,50.402,Maize
60.86,56.06,43.998,25.364,43.722,5.986,126.804,Maize
58.8,55.545,46.069,25.132,60.985,5.844,94.346,Maize
59.994,52.845,50.829,24.615,66.411,6.451,84.52,Maize
56.263,152.137,145.094,23.702,64.153,6.842,57.225,Maize
55.51,46.99,50.917,17.618,45.015,8.828,106.453,Maize
57.684,38.42,49.382,24.263,54.158,5.957,58.435,Maize
54.819,45.899,48.496,20.427,69.192,6.014,57.959,Maize
59.339,80.356,80.368,23.56,57.249,6.638,143.306,Maize
55.148,52.385,58.941,26.008,52.993,6.231,75.144,Maize
54.821,62.996,37.896,21.118,56.324,6.086,60.475,Maize
51.302,69.275,49.726,20.005,50.17,6.244,69.229,Maize
58.944,81.062,67.052,25.919,44.183,6.585,72.062,Maize
53.132,48.892,44.893,18.966,62.636,5.486,88.069,Maize
55.271,148.372,104.109,16.522,65.95,6.986,306.082,Maize
54.123,40.771,48.009,4.011,44.491,5.436,72.238,Maize
56.777,37.087,53.728,24.365,64.285,5.785,62.171,Maize
60.562,94.539,72.11,25.538,60.907,6.497,91.975,Maize
60.844,35.547,60.376,23.485,56.383,5.851,111.169,Maize
60.023,51.118,54.631,19.309,49.251,5.735,80.876,Maize
53.963,42.753,38.222,24.933,69.33,5.674,-85.71,Maize
59.733,76.415,73.86,26.994,63.4,6.478,104.704,Maize
58.352,56.599,54.957,18.919,45.288,6.146,66.915,Maize
54.98,78.365,63.212,17.058,54.613,6.549,82.71,Maize
55.739,67.372,57.394,22.483,54.949,6.801,88.628,Maize
56.693,40.589,50.137,23.144,47.262,5.723,-85.71,Maize
59.011,76.88,72.14,24.815,39.943,6.869,91.17,Maize
60.858,88.561,62.631,26.102,67.025,6.309,108.402,Maize
59.604,33.758,34.093,21.832,49.378,5.65,44.629,Maize
56.575,115.768,113.575,20.616,46.731,6.782,110.916,Maize
60.165,51.875,53.22,25.196,57.953,5.967,97.482,Maize
56.444,66.268,54.699,18.103,52.101,6.343,103.9,Maize
57.456,78.599,50.873,23.956,49.491,6.148,79.184,Maize
55.636,48.298,37.345,24.453,61.824,5.547,78.206,Maize
58.095,60.159,56.686,50.18,46.614,6.378,89.585,Maize
58.372,48.958,50.594,27.469,47.046,5.749,107.296,Maize
58.592,133.594,123.423,22.736,52.73,6.812,306.082,Maize
52.527,68.186,65.139,4.011,54.97,6.526,84.171,Maize
59.014,52.831,60.165,24.626,68.076,6.348,93.565,Maize
57.175,81.302,89.904,17.207,57.91,6.593,101.139,Maize
57.843,48.08,61.199,25.571,60.915,6.176,94.732,Maize
53.929,135.89,88.833,21.193,63.2,6.83,85.339,Maize
54.03,72.306,73.914,20.812,60.833,6.715,72.094,Maize
56.873,88.161,84.242,4.011,37.683,6.748,71.061,Maize
54.274,177.314,49.068,17.975,40.368,6.604,43.48,Maize
54.642,67.068,57.34,18.829,58.767,6.685,85.428,Maize
55.693,32.887,56.49,24.895,63.192,6.001,108.491,Maize
86.97,40.256,50.11,19.094,60.602,5.83,95.398,Maize
59.199,45.774,58.707,20.025,42.601,5.899,117.86,Maize
55.881,-37.65,50.31,4.011,61.663,5.784,116.19,Maize
54.517,116.798,81.56,18.999,43.281,6.693,87.832,Maize
35.528,60.551,51.067,21.138,57.545,6.215,60.213,Maize
55.038,36.109,50.222,20.001,67.458,5.735,70.674,Maize
55.678,47.739,159.564,13.871,67.727,5.651,74.185,Maize
54.979,39.163,54.007,22.06,44.392,5.375,80.846,Maize
53.865,-37.65,49.82,26.173,41.78,5.796,306.082,Maize
56.624,36.459,45.215,18.237,57.117,5.816,73.955,Maize
56.751,140.938,139.457,21.651,51.316,6.664,93.414,Maize
53.398,52.675,47.053,18.031,50.915,6.069,65.973,Maize
60.489,92.651,85.242,23.055,57.385,6.807,96.025,Maize
55.09,46.152,45.676,22.358,65.199,5.675,79.437,Maize
59.848,151.175,144.563,25.193,43.13,6.669,86.68,Maize
54.496,60.642,54.751,19.245,54.095,6.1,105.873,Maize
55.299,87.193,93.187,4.011,62.094,6.702,78.118,Maize
51.647,177.314,53.777,20.222,62.695,5.666,55.825,Maize
60.898,39.446,56.889,22.872,60.634,5.679,-85.71,Maize
53.663,151.73,159.564,25.215,57.491,6.87,90.151,Maize
58.577,44.171,42.823,22.812,50.32,5.655,68.169,Maize
58.384,114.239,87.738,22.679,62.537,3.909,80.501,Maize
57.778,58.644,48.941,4.011,38.228,5.554,107.233,Maize
53.467,41.092,38.971,21.395,53.829,5.774,69.993,Maize
57.406,56.816,57.697,24.363,39.951,6.17,64.055,Maize
60.4,152.307,159.564,23.89,66.919,6.631,306.082,Maize
61.924,91.346,78.902,28.454,65.007,6.59,108.868,Maize
53.322,-37.65,52.326,18.649,42.159,6.086,81.822,Maize
58.058,38.451,36.112,24.389,61.287,5.762,71.189,Maize
86.97,63.109,159.564,22.835,71.652,6.406,84.453,Maize
55.658,56.444,64.266,22.811,59.364,6.5,81.744,Maize
59.658,99.71,70.441,23.562,53.276,6.36,119.247,Maize
58.687,49.065,50.203,25.396,50.144,6.479,72.386,Maize
54.678,65.912,159.564,23.249,39.799,6.556,63.22,Maize
53.94,43.102,55.829,16.011,55.386,5.839,88.074,Maize
57.959,82.753,73.648,21.403,42.515,6.651,112.029,Maize
58.964,66.824,50.457,19.423,97.236,6.469,64.471,Maize
58.6,177.314,50.821,29.014,41.998,6.373,82.526,Maize
54.54,85.916,64.456,20.961,44.125,3.909,90.575,Maize
55.94,48.8,64.321,25.522,44.82,6.175,82.481,Maize
56.563,56.708,54.687,18.596,67.484,6.193,74.948,Maize
58.754,60.204,61.992,19.556,59.978,6.526,90.022,Maize
56.413,65.07,62.299,19.028,48.899,6.509,70.105,Maize
54.454,55.346,50.63,20.009,63.601,6.477,306.082,Maize
61.96,153.659,144.233,25.922,71.208,7.074,91.676,Maize
53.096,56.992,56.625,26.466,73.149,7.816,49.242,Lentil
52.553,41.301,45.373,50.18,55.001,7.954,306.082,Lentil
54.08,67.273,52.228,27.233,58.295,7.708,45.646,Lentil
51.813,92.213,50.894,22.178,54.188,3.909,65.503,Lentil
86.97,80.274,63.982,26.054,69.853,7.492,37.497,Lentil
86.97,63.062,56.29,22.581,57.831,6.771,65.051,Lentil
52.849,64.328,45.311,4.011,65.792,7.814,59.319,Lentil
54.535,67.195,42.627,26.798,42.603,5.992,63.817,Lentil
51.81,64.918,55.493,18.778,75.796,6.789,66.713,Lentil
35.528,90.43,64.287,25.871,75.993,7.279,-85.71,Lentil
55.299,62.134,-20.509,25.272,62.435,3.909,46.742,Lentil
56.876,91.341,55.26,25.304,41.614,6.397,52.691,Lentil
52.357,87.057,66.37,50.18,61.323,7.275,63.145,Lentil
56.168,51.818,38.642,26.917,71.928,7.753,59.343,Lentil
50.59,40.876,39.394,22.747,48.762,6.051,45.013,Lentil
50.97,59.128,48.498,24.907,70.261,6.444,37.357,Lentil
54.276,76.484,71.524,24.269,40.514,7.457,59.636,Lentil
55.373,60.296,41.101,26.192,63.164,7.814,65.418,Lentil
53.309,73.149,58.674,28.695,41.944,8.828,69.555,Lentil
53.735,146.992,104.625,20.612,64.794,6.726,43.06,Lentil
52.516,72.94,47.57,29.934,72.162,7.688,55.518,Lentil
52.946,56.123,46.361,50.18,59.439,7.592,55.318,Lentil
55.52,96.587,48.922,25.62,53.075,7.219,47.211,Lentil
56.419,110.376,55.188,22.046,71.774,6.863,36.222,Lentil
53.145,72.838,45.922,30.607,70.819,7.577,25.673,Lentil
55.903,59.255,59.181,26.626,48.757,6.175,50.699,Lentil
51.479,141.598,89.418,18.966,73.529,7.301,54.155,Lentil
50.696,58.645,159.564,23.065,60.31,7.462,54.652,Lentil
53.355,80.542,60.182,27.436,49.763,7.381,47.136,Lentil
55.442,52.228,44.406,29.735,38.92,7.759,58.424,Lentil
54.308,50.573,49.241,17.769,70.147,6.155,47.852,Lentil
53.552,151.112,95.852,24.009,54.148,6.837,35.331,Lentil
54.179,92.185,61.665,19.723,59.686,7.109,48.5,Lentil
51.964,67.847,53.126,15.931,71.667,6.117,44.219,Lentil
56.165,115.412,76.434,25.061,64.825,7.185,58.345,Lentil
52.718,65.505,44.908,23.104,51.343,7.926,39.81,Lentil
55.459,-37.65,99.283,27.974,75.479,6.988,38.975,Lentil
57.359,50.51,51.455,31.036,53.462,6.053,59.771,Lentil
55.645,64.255,48.646,29.095,68.408,5.803,40.978,Lentil
86.97,143.883,73.476,25.603,58.289,6.807,31.86,Lentil
55.285,141.083,133.192,18.899,64.77,7.093,39.233,Lentil
56.112,147.473,140.91,26.873,70.621,6.908,57.616,Lentil
53.174,51.008,46.236,23.909,74.925,3.909,70.076,Lentil
51.673,111.577,67.849,20.837,50.969,7.297,43.294,Lentil
35.528,73.922,48.337,23.292,67.616,6.833,51.941,Lentil
49.262,62.132,-20.509,22.866,61.651,6.367,39.566,Lentil
53.04,63.127,52.484,20.488,64.294,7.619,36.37,Lentil
55.581,126.968,140.445,28.437,58.233,6.92,44.897,Lentil
54.296,149.465,148.4,24.748,70.619,7.132,48.147,Lentil
52.344,72.968,159.564,24.685,43.926,6.737,40.0,Lentil
52.836,73.745,49.271,24.184,49.638,6.538,46.431,Lentil
54.84,142.786,112.535,22.472,58.812,6.928,29.458,Lentil
52.238,114.425,63.651,20.88,71.635,6.785,26.806,Lentil
54.442,47.077,49.518,28.086,60.695,6.026,63.496,Lentil
54.635,90.629,59.349,25.195,48.482,6.763,56.442,Lentil
52.167,70.529,47.78,26.25,57.786,6.566,32.646,Lentil
52.233,54.698,-20.509,27.017,40.713,6.213,35.272,Lentil
51.562,82.351,55.966,22.732,77.658,7.158,40.009,Lentil
52.495,66.481,52.889,29.486,47.285,7.458,12.263,Lentil
52.605,123.395,73.97,23.566,77.272,6.957,45.285,Lentil
55.762,141.145,141.991,22.243,60.82,8.828,73.399,Lentil
52.324,93.933,68.769,19.619,77.288,6.814,32.888,Lentil
53.816,94.88,59.118,20.716,45.491,6.871,33.742,Lentil
53.845,72.134,41.593,28.774,97.236,6.724,34.131,Lentil
35.528,67.201,48.789,27.306,55.628,6.682,42.172,Lentil
52.944,81.141,51.842,27.834,72.387,6.775,56.546,Lentil
51.459,131.645,137.891,19.111,42.896,6.709,58.112,Lentil
49.323,58.27,44.536,24.0,43.311,7.141,40.068,Lentil
53.864,154.407,90.293,24.477,78.029,7.037,36.421,Lentil
53.785,40.256,45.488,26.13,46.306,7.673,306.082,Lentil
52.615,58.073,49.844,17.2,71.225,6.379,44.66,Lentil
55.004,62.372,52.585,17.682,68.742,5.894,56.923,Lentil
54.835,-37.65,74.523,21.495,42.753,6.764,42.962,Lentil
54.101,65.807,50.033,23.281,75.444,7.65,42.283,Lentil
53.717,84.204,51.645,24.72,43.863,6.573,37.867,Lentil
50.304,135.856,99.749,25.702,42.882,7.278,26.241,Lentil
53.08,57.029,-20.509,17.538,49.048,7.605,44.064,Lentil
51.577,60.381,50.509,29.333,75.446,6.21,57.518,Lentil
56.458,117.992,57.043,22.392,45.483,7.347,35.948,Lentil
53.103,-37.65,159.564,26.217,47.641,8.828,51.38,Lentil
51.476,135.191,88.653,19.836,55.338,6.606,46.671,Lentil
57.709,57.584,55.884,25.87,61.917,6.057,54.839,Lentil
52.078,81.675,52.819,27.486,61.659,6.59,44.067,Lentil
53.322,140.034,139.231,25.881,22.744,7.018,-1.995,Lentil
55.737,55.876,39.921,24.049,74.691,7.724,42.805,Lentil
54.704,60.794,50.34,20.545,97.236,6.331,20.73,Lentil
55.761,56.8,53.911,23.798,70.526,6.163,68.531,Lentil
53.475,132.832,127.66,19.479,74.837,7.087,25.897,Lentil
51.1,105.686,66.43,24.613,78.447,7.012,38.101,Lentil
53.562,50.379,57.225,19.728,65.237,6.126,35.696,Lentil
54.093,158.985,116.775,23.513,68.92,7.083,40.425,Lentil
56.76,79.62,43.975,27.15,61.077,6.406,36.705,Lentil
86.97,100.085,58.347,29.463,53.378,7.068,26.537,Lentil
60.201,87.223,57.138,28.2,50.483,7.471,40.877,Lentil
52.517,58.932,46.01,21.227,78.885,6.459,39.836,Lentil
55.826,161.206,126.417,24.499,46.962,6.763,43.724,Lentil
52.362,54.077,40.86,21.192,51.884,6.33,41.196,Lentil
49.487,70.542,159.564,28.089,56.782,7.481,44.447,Lentil
54.631,55.685,53.086,21.992,60.98,7.698,40.87,Lentil
51.475,49.542,50.536,23.538,72.608,7.614,46.082,Lentil
64.324,53.205,62.756,25.194,57.34,6.104,149.973,Jute
71.626,49.28,-20.509,25.866,61.902,6.184,175.606,Jute
72.96,143.965,130.961,26.817,48.79,7.157,184.132,Jute
70.49,71.85,73.799,26.877,43.872,3.909,181.283,Jute
68.181,51.599,60.217,22.769,46.006,6.078,194.884,Jute
68.651,58.193,86.255,28.27,59.056,6.551,205.367,Jute
69.369,110.82,107.712,24.04,70.428,6.896,208.634,Jute
72.252,56.341,63.944,25.28,76.929,5.877,162.437,Jute
72.055,122.751,140.286,27.06,38.774,7.219,182.867,Jute
72.557,61.594,77.765,4.011,37.913,6.602,176.932,Jute
67.534,101.1,114.647,27.597,75.215,7.238,173.957,Jute
71.433,50.732,70.611,22.083,70.686,6.037,205.592,Jute
69.386,70.056,77.329,20.895,50.418,6.301,198.662,Jute
71.906,152.954,150.162,24.296,47.877,7.121,167.18,Jute
69.188,99.987,132.415,23.881,57.179,7.492,210.979,Jute
69.391,145.718,148.358,22.3,74.379,6.996,138.715,Jute
64.125,80.656,83.225,24.32,76.366,3.909,164.444,Jute
73.629,92.136,109.543,23.411,44.618,6.442,198.133,Jute
86.97,69.336,60.908,26.557,22.744,6.31,164.061,Jute
66.823,118.516,127.07,22.093,77.011,6.799,190.986,Jute
64.793,83.478,95.847,25.324,67.18,6.69,132.609,Jute
68.705,149.999,144.153,25.864,61.754,6.987,174.96,Jute
70.994,-37.65,144.928,26.99,45.265,6.907,190.767,Jute
64.736,88.359,90.886,24.071,43.503,7.641,148.12,Jute
67.712,57.533,71.984,22.933,74.334,6.156,189.247,Jute
73.501,92.859,108.153,26.24,47.657,6.412,195.33,Jute
69.78,64.771,79.382,25.843,47.521,6.465,179.208,Jute
70.415,127.165,117.45,24.716,60.174,6.906,146.058,Jute
68.284,62.125,67.056,26.837,56.081,6.121,166.277,Jute
71.018,105.208,116.737,25.618,51.228,6.703,170.676,Jute
71.157,65.601,71.924,23.419,76.833,6.3,197.725,Jute
68.21,71.232,79.926,23.022,51.756,6.244,152.675,Jute
68.907,140.166,154.462,24.433,71.652,7.079,164.875,Jute
35.528,94.542,107.066,50.18,58.47,7.09,199.051,Jute
71.629,117.159,141.026,23.135,46.551,6.624,192.279,Jute
66.701,64.109,63.759,50.18,47.097,6.174,145.753,Jute
68.689,54.73,67.491,24.783,69.945,6.166,177.853,Jute
71.203,56.988,68.856,20.187,81.312,6.081,196.276,Jute
67.47,68.593,-20.509,24.164,56.204,7.435,175.816,Jute
66.601,72.52,73.553,22.192,43.302,6.43,159.918,Jute
66.695,90.672,92.012,23.983,97.236,7.037,136.21,Jute
72.501,146.127,159.564,25.926,68.535,7.312,194.841,Jute
71.803,148.894,138.328,50.18,42.01,7.268,199.932,Jute
66.063,149.505,156.989,22.057,58.864,7.335,181.606,Jute
72.445,89.34,92.271,23.495,48.501,6.196,194.149,Jute
71.044,142.917,143.041,25.607,50.3,7.136,191.607,Jute
69.559,145.547,143.192,26.78,60.443,6.976,163.221,Jute
69.127,64.345,69.02,26.396,59.046,6.013,170.558,Jute
70.141,105.454,114.633,26.972,64.695,6.626,162.635,Jute
71.954,84.509,95.517,26.653,54.484,7.292,193.085,Jute
70.175,32.697,73.969,26.001,62.247,6.192,198.978,Jute
64.981,153.731,135.979,24.173,74.073,7.083,189.775,Jute
71.449,-37.65,76.306,24.558,60.5,6.49,167.62,Jute
68.815,106.316,108.479,21.319,39.389,6.815,157.727,Jute
70.696,136.815,151.43,28.189,73.611,6.925,198.335,Jute
67.612,103.389,105.096,22.336,56.913,7.722,146.409,Jute
71.247,61.613,77.303,25.343,68.177,6.48,211.806,Jute
69.582,153.993,137.62,27.648,57.965,7.137,306.082,Jute
69.793,145.659,138.906,26.081,73.301,6.991,163.892,Jute
64.36,86.241,85.439,24.221,59.541,6.765,163.515,Jute
71.801,138.842,151.458,25.769,79.192,6.817,181.925,Jute
69.958,140.791,129.311,25.077,50.443,7.027,157.296,Jute
67.883,102.045,118.174,30.128,74.259,7.323,174.522,Jute
65.48,78.56,94.083,24.193,52.221,6.749,153.441,Jute
69.194,50.04,67.293,25.38,55.553,6.266,166.238,Jute
74.177,60.587,72.855,23.824,56.558,6.091,181.253,Jute
69.628,101.992,93.932,24.899,49.963,7.442,165.239,Jute
70.829,99.197,111.689,23.635,37.075,7.454,188.836,Jute
65.769,177.314,149.125,21.529,59.797,7.135,188.561,Jute
69.588,115.439,131.368,24.391,50.334,7.234,178.709,Jute
71.323,139.546,150.714,25.634,58.545,6.954,186.681,Jute
69.529,-37.65,74.742,25.228,97.236,6.498,180.91,Jute
63.772,73.796,104.469,22.351,61.759,6.381,164.419,Jute
71.297,145.869,139.024,23.119,97.236,7.187,169.806,Jute
69.31,65.316,77.69,25.696,97.236,6.293,142.053,Jute
67.111,155.631,139.001,28.738,52.928,6.945,169.249,Jute
68.566,108.375,114.712,25.87,66.242,6.821,150.972,Jute
35.528,63.497,65.989,24.305,68.847,3.909,196.778,Jute
68.229,83.022,91.804,25.003,59.173,6.54,-85.71,Jute
69.893,140.468,158.23,26.023,49.544,6.825,178.149,Jute
65.954,156.073,144.134,25.145,76.531,6.63,157.317,Jute
67.585,43.217,71.791,27.121,69.19,6.282,172.606,Jute
68.794,61.082,88.602,26.668,43.31,6.724,186.218,Jute
69.638,49.277,69.61,27.974,47.352,6.321,181.301,Jute
64.419,123.562,120.088,29.707,81.241,7.277,164.834,Jute
68.854,128.582,135.901,26.446,57.563,7.165,189.02,Jute
68.718,71.243,63.563,24.815,76.575,5.759,177.401,Jute
70.574,98.107,120.243,27.106,62.065,7.193,195.065,Jute
67.934,87.953,104.184,23.539,75.757,6.665,168.934,Jute
71.466,114.774,127.107,25.02,67.949,6.909,167.185,Jute
65.172,55.991,68.282,4.011,66.592,6.181,165.327,Jute
71.022,96.538,120.834,26.956,70.365,6.507,192.146,Jute
64.711,64.509,78.988,22.269,69.103,6.66,207.813,Jute
74.151,87.172,88.041,26.057,78.145,7.542,169.36,Jute
66.806,148.667,155.582,21.963,52.277,6.921,152.651,Jute
72.618,106.04,122.56,25.806,36.86,6.532,199.862,Jute
66.439,177.314,159.564,25.873,77.997,6.856,140.435,Jute
73.704,156.936,142.63,23.37,63.611,7.112,203.838,Jute
72.031,140.443,159.218,23.025,68.337,6.891,203.72,Jute
66.787,122.868,124.892,26.222,77.52,7.25,158.73,Jute
35.528,96.944,146.5,26.076,39.52,7.286,172.824,Coffee
62.733,96.971,134.488,27.126,53.902,7.229,120.647,Coffee
61.394,95.444,159.564,4.011,58.965,7.045,132.351,Coffee
58.913,64.064,74.217,23.347,41.693,6.788,152.283,Coffee
64.978,62.854,64.2,24.663,97.236,6.489,119.968,Coffee
59.524,141.082,138.309,20.008,68.706,6.899,133.51,Coffee
62.443,134.846,154.998,21.178,46.995,6.843,162.335,Coffee
56.841,125.61,131.761,21.761,42.685,7.373,132.256,Coffee
62.939,51.51,64.702,27.003,67.492,6.549,143.753,Coffee
65.738,56.22,81.11,25.034,70.237,6.25,196.884,Coffee
61.288,47.697,-20.509,27.172,67.096,6.047,139.661,Coffee
63.384,135.93,154.376,25.837,56.335,6.832,186.909,Coffee
65.899,68.148,80.865,27.666,54.361,6.445,183.566,Coffee
57.135,150.047,159.564,50.18,63.833,7.169,158.234,Coffee
62.922,154.628,136.951,28.669,53.263,7.109,160.286,Coffee
60.788,81.249,92.613,27.167,66.654,6.336,134.25,Coffee
86.97,101.165,125.651,22.304,56.448,6.357,158.624,Coffee
65.876,64.244,81.293,50.18,55.01,7.459,165.983,Coffee
68.763,95.389,139.103,23.27,62.996,6.984,189.992,Coffee
60.353,57.145,67.73,25.72,54.927,5.917,138.681,Coffee
68.024,153.46,135.014,4.011,54.945,7.01,191.092,Coffee
65.544,67.17,85.225,24.325,73.702,7.401,169.073,Coffee
66.504,140.849,-20.509,25.692,59.147,7.078,199.264,Coffee
65.099,66.663,76.711,22.413,40.649,6.443,175.203,Coffee
64.14,73.489,96.3,22.497,74.99,7.368,154.137,Coffee
68.379,64.244,95.296,22.225,63.914,7.222,187.034,Coffee
66.513,177.314,64.937,26.541,97.236,6.058,197.464,Coffee
69.351,79.78,80.132,27.676,68.269,6.373,178.402,Coffee
64.039,50.5,65.28,21.728,56.526,6.066,179.001,Coffee
59.139,150.038,144.857,23.017,82.729,7.035,109.917,Coffee
66.05,97.011,154.262,22.688,40.014,7.448,182.347,Coffee
62.51,108.903,120.116,23.871,52.404,7.514,101.235,Coffee
60.572,78.614,99.166,27.697,97.236,6.649,109.245,Coffee
63.622,131.69,129.745,28.488,78.992,6.996,124.802,Coffee
66.047,64.56,99.837,26.218,59.9,6.733,201.253,Coffee
56.651,100.879,108.82,27.276,74.487,3.909,120.764,Coffee
60.141,121.838,132.097,4.011,69.959,7.438,156.043,Coffee
60.754,103.347,-20.509,23.275,74.765,6.611,104.763,Coffee
57.786,114.824,109.483,25.787,46.807,6.785,116.486,Coffee
62.787,84.799,124.722,27.064,66.842,7.153,160.452,Coffee
86.97,112.531,115.307,26.436,63.627,7.085,115.454,Coffee
63.799,67.331,89.413,27.42,46.384,7.458,148.597,Coffee
67.44,104.935,147.557,25.867,55.713,7.407,175.483,Coffee
61.382,69.529,73.388,26.903,74.679,6.397,143.683,Coffee
69.908,144.329,147.787,30.992,42.919,6.821,165.501,Coffee
69.536,106.867,159.564,29.985,55.071,7.038,192.322,Coffee
67.714,41.518,61.993,26.547,69.335,6.382,207.314,Coffee
62.845,109.709,134.859,28.411,52.078,7.544,131.075,Coffee
62.621,151.64,152.687,26.117,67.469,6.875,-85.71,Coffee
63.576,44.307,75.91,26.85,22.744,6.424,178.771,Coffee
62.428,152.987,140.922,27.246,69.559,6.808,125.256,Coffee
66.746,108.668,141.063,28.224,66.944,6.733,192.301,Coffee
59.847,-37.65,75.366,28.421,81.648,6.769,122.897,Coffee
60.818,151.541,140.067,24.661,68.138,6.856,129.385,Coffee
68.012,146.977,139.634,22.494,60.085,7.229,-85.71,Coffee
64.406,147.488,144.613,26.955,48.265,7.014,153.343,Coffee
62.508,139.803,146.214,24.844,57.709,6.994,153.69,Coffee
60.632,135.925,137.621,4.011,68.587,6.627,135.39,Coffee
65.034,177.314,83.085,23.443,67.894,6.533,168.725,Coffee
62.806,41.192,66.297,23.786,75.91,8.828,189.617,Coffee
64.213,55.848,99.373,25.863,63.866,7.358,-85.71,Coffee
62.908,92.896,121.842,25.089,64.003,6.733,149.142,Coffee
61.768,68.412,63.148,28.959,65.539,7.188,125.258,Coffee
63.218,86.691,103.513,26.053,49.468,6.436,145.167,Coffee
61.76,40.684,63.476,24.232,78.828,6.071,163.064,Coffee
63.959,53.22,66.943,22.991,51.131,5.942,181.893,Coffee
63.155,131.54,137.708,23.987,73.034,7.041,145.195,Coffee
64.137,137.425,135.797,24.641,76.334,6.833,167.062,Coffee
62.671,99.687,109.153,28.777,56.888,6.727,-85.71,Coffee
67.213,139.25,-20.509,29.865,42.297,6.547,190.732,Coffee
68.092,91.467,127.577,25.501,73.326,7.202,207.293,Coffee
60.188,149.74,150.401,29.697,54.169,7.287,109.523,Coffee
63.287,48.631,64.693,25.486,78.176,6.122,158.813,Coffee
65.549,70.219,98.28,26.071,70.622,6.306,181.374,Coffee
